id,price,barcode,category,description,edition,image,isbn,pages,publisher,rating,releasedate,summary,title
99525,55,14878121,"Horror comic books, strips, etc.",,1,,9.78E+12,183,Panini,3.05214444641024,01/01/2009,,The greatest foes of Wolverine
99527,44,14894897,"Horror comic books, strips, etc.",,1,,9.78E+12,444,Titan,1.75832444801927,01/01/2009,,Saga of the swamp thing.
99532,90,15262222,"Horror comic books, strips, etc.",,1,,9.78E+12,294,Rebellion,4.18941831216216,01/01/2009,,Defoe.
99535,2,15302985,"Horror comic books, strips, etc.",,1,,9.78E+12,6,Titan,2.111667227,01/01/2009,,Haunted house
99536,21,15337679,"Horror comic books, strips, etc.",,1,,9.78E+12,34,Titan,1.98070299113169,01/01/2009,,The best of Misty.
99537,46,15352737,"Horror comic books, strips, etc.",,1,,9.78E+12,164,Rebellion,4.87503269221634,01/01/2009,,The deadman
99553,1,15535956,"Horror comic books, strips, etc.",,1,,9.78E+12,465,Titan Books,3.37848612805828,01/01/2010,,The talisman
99558,21,15573268,"Horror comic books, strips, etc.",,1,,9.78E+12,81,SelfMadeHero,4.01664601173252,01/01/2010,,At the mountains of madness :a graphic novel
99561,94,15583939,"Horror comic books, strips, etc.",,1,,9.78E+12,243,Titan,2.55727387033403,01/01/2010,,American vampire
99563,2,15606082,"Horror comic books, strips, etc.",,1,,9.78E+12,297,Titan,4.77209760574624,01/01/2010,,The green woman
99569,93,15739010,"Horror comic books, strips, etc.",,1,,9.78E+12,159,Titan,3.57696359977126,01/01/2011,,The witching hour.
99614,55,6905323,"Horror comic books, strips, etc..",,1,,1840237880,421,Titan,2.32274480164051,01/01/2004,,Blood + water
99616,79,6965126,"Horror comic books, strips, etc..",,1,,184023640X,276,Titan,2.68923393450677,01/01/2003,,30 days of night
99618,15,7725876,"Horror comic books, strips, etc..",,1,,1852868287,292,Titan,3.27477047685534,01/01/1997,,Creation.
99619,56,7725879,"Horror comic books, strips, etc..",,1,,1852868333,386,Titan,0.701230929698795,01/01/1998,,Retribution
99620,0,7725880,"Horror comic books, strips, etc..",,1,,185286835X,357,Titan,1.7058799485676,01/01/1997,,Angela
99624,9,10353187,"Horror comic books, strips, etc..",,1,,861301005,35,Savoy,0.832044347189367,01/01/1997,,Reverbstorm.
99628,59,10761549,"Horror comic books, strips, etc..",,1,,1840230312,183,Titan,0.473328537773341,01/01/1999,,Spawn :corruption
99629,20,10761569,"Horror comic books, strips, etc..",,1,,1840230746,2,Titan,1.33630541851744,01/01/1999,,War in the sun
99938,41,10141289,Humorous cartoons,,1,,1570360510,17,Bedrock,0.0778228533454239,01/01/1993,,The Flintstones' wacky inventions.
99941,36,10381292,Humorous cartoons,,1,,1873922043,90,Statics,3.15666069509462,01/01/1990,,Do not disturb any further
99945,42,10660579,Humorous cartoons,,1,,99188201,124,Independent Television Books,4.78341275593266,01/01/1978,,Quick on the draw!
99947,55,10660871,Humorous cartoons,,1,,99222310,274,Arrow,0.565455718897283,01/01/1992,,Final exit for cats :a feline suicide guide
99948,80,10664377,Humorous cartoons,,1,,99735202,408,Arrow,3.7003066833131,01/01/1990,,Near the bone
99954,83,10687708,Humorous cartoons,,1,,034023749X,151,Knight,3.27431792858988,01/01/1991,,Asterix and the soothsayer.
99955,44,10688562,Humorous cartoons,,1,,340264691,479,Knight,0.247020877432078,01/01/1991,,Asterix and the chieftain's shield.
99959,44,10708229,Humorous cartoons,,1,,058621481X,295,Grafton,1.95493013830855,01/01/1991,,Marine life :Punch at sea
99960,43,10708230,Humorous cartoons,,1,,586214828,390,Grafton,2.07796601578593,01/01/1991,,Country matters :Punch's rural retreats
99963,7,10715551,Humorous cartoons,,1,,749704594,433,Mammoth,4.50208782451227,01/01/1990,,Prisoners of the sun.
99964,40,10715552,Humorous cartoons,,1,,749704608,340,Mammoth,2.97303131781518,01/01/1990,,Land of black gold.
99965,82,10715553,Humorous cartoons,,1,,749704624,209,Mammoth,1.98465444613248,01/01/1990,,The secret of the Unicorn
99966,21,10715554,Humorous cartoons,,1,,749704632,215,Mammoth,4.25694365752861,01/01/1990,,Red Rackham's treasure.
99967,33,10715555,Humorous cartoons,,1,,749704640,115,Mammoth,1.15006562788039,01/01/1990,,Cigars of the Pharaoh.
99968,36,10715558,Humorous cartoons,,1,,749704675,325,Mammoth,0.841549374163151,01/01/1990,,Destination moon.
99969,13,10715561,Humorous cartoons,,1,,749704705,331,Mammoth,3.22211896302179,01/01/1990,,The Red Sea sharks.
99970,79,10715562,Humorous cartoons,,1,,749704713,305,Mommoth,4.53817751491442,01/01/1990,,Tintin and the Picaros.
99971,47,10715591,Humorous cartoons,,1,,749705418,182,Mammoth,0.406975245568901,01/01/1990,,The stratoship H.22.
99972,74,10715925,Humorous cartoons,,1,,749711868,75,Mammoth,0.587032053153962,01/01/1992,,Popol out west.
99973,81,10716818,Humorous cartoons,,1,,749803290,417,World International,0.249034203588963,01/01/1991,,The idiot book
99974,38,10729711,Humorous cartoons,,1,,751500216,315,Warner,2.66163505148143,01/01/1992,,Cows of our planet :a far side collection
99975,50,10729937,Humorous cartoons,,1,,075150761X,112,Warner Books,1.22671562014148,01/01/1993,,The days are just packed :a Calvin and Hobbes collection
99977,41,10729956,Humorous cartoons,,1,,751508136,414,Warner,1.6611218219623,01/01/1993,,The Far Side gallery 4
92749,79,12485289,Comics,,1,,,421,Aceville,0.612656583543867,01/01/1992,,Comic world.
99978,31,10729960,Humorous cartoons,,1,,751508284,306,Warner,1.62217480828986,01/01/1993,,The chickens are restless :a far side collection
99980,36,10730279,Humorous cartoons,,1,,751517755,185,Warner Books,2.69844353664666,01/01/1996,,Last chapter and worse :a Far Side collection
99981,59,10730988,Humorous cartoons,,1,,752201360,95,Boxtree,3.54653798043728,01/01/1995,,Bring me the head of Willy the mailboy!
99982,43,10731097,Humorous cartoons,,1,,752205005,299,Boxtree,1.91901998128742,01/01/1995,,Animal lovers
99986,25,10736194,Humorous cartoons,,1,,862081491,453,Palm Tree,3.57917940244079,01/01/1990,,The laughs shall be first! :a collection of cartoons
99990,80,10742220,Humorous cartoons,,1,,862873673,257,Columbus,3.88664123835042,01/01/1986,,"Cats, cats, cats :a catalogue of cat and cartoons"
99991,10,10742221,Humorous cartoons,,1,,862873681,10,Columbus,4.19575441861525,01/01/1987,,Wishful thinking
99997,88,11310506,Humorous cartoons,,1,,140232486,49,Penguin,2.63718324247748,01/01/1993,,Cat physics :a cartoon primer : y Mendenhall.
99998,21,11311344,Humorous cartoons,,1,,340562935,274,Hodder & Stoughton,3.96446409169585,01/01/1991,,Asterix poster book
99999,47,11311345,Humorous cartoons,,1,,340562951,101,Hodder and Stoughton,2.35241511370987,01/01/1991,,Asterix and the secret weapon.
100000,31,11311412,Humorous cartoons,,1,,340564997,173,Hodder Dargaud,2.42059599841014,01/01/1991,,Fantastic Asterix
100022,77,11392443,Humorous cartoons,,1,,1850152403,49,Exley,4.52991981292143,01/01/1990,,The crazy world of cricket.
100045,27,11392544,Humorous cartoons,,1,,1850154392,9,Exley,1.05272179702297,01/01/1993,,The world's greatest golf cartoons
100046,15,11392545,Humorous cartoons,,1,,1850154406,324,Exley,0.694913929328322,01/01/1993,,The World's greatest cat cartoons
100047,22,11392546,Humorous cartoons,,1,,1850154414,28,Exley,4.77694069035351,01/01/1993,,The world's greatest computer cartoons
100048,72,11392554,Humorous cartoons,,1,,1850154619,305,Exley,3.00765193533152,01/01/1993,,The World's greatest Dad cartoons
100052,58,11392572,Humorous cartoons,,1,,1850155089,214,Exley,2.77287994511425,01/01/1994,,The world's greatest middle age cartoons
100053,30,11392573,Humorous cartoons,,1,,1850155097,462,Exley,4.27902851486579,01/01/1994,,The World's greatest do-it-yourself cartoons
100054,12,11392584,Humorous cartoons,,1,,1850156247,145,Exley,0.980683255475014,01/01/1995,,The world's greatest sex cartoons
100055,41,11392585,Humorous cartoons,,1,,1850156255,424,Exley,4.75753439124674,01/01/1995,,The world's greatest marriage cartoons
100061,51,11401041,Humorous cartoons,,1,,1851582983,177,Mainstream,3.53597217239439,01/01/1989,,Gall in the day's work :the wit of Glasgow
100063,45,11401086,Humorous cartoons,,1,,1851583572,260,Mainstream,2.13074888335541,01/01/1990,,McCormick so far_ :the cartoon art of Malky McCormick.
100064,77,11401123,Humorous cartoons,,1,,1851584056,249,Mainstream,0.599083765409887,01/01/1992,,Lobey's the wee boy! :five Lobey Dosser adventures
100069,65,11964012,Humorous cartoons,,1,,041362630X,9,Methuen,1.75809113541618,01/01/1990,,Welcome to our company :your office manual
100094,88,12030607,Humorous cartoons,,1,,1853040371,251,Ravette,4.84946175012738,01/01/1988,,Snoopy and the Peanuts gang :let's go
100095,49,12030609,Humorous cartoons,,1,,1853040444,362,Ravette,1.0122616449371,01/01/1988,,"You're on the wrong foot again, Charlie Brown"
100096,41,12030633,Humorous cartoons,,1,,1853040967,385,Ravette,1.40464327298105,01/01/1988,,The Garfield selection
100097,10,12030640,Humorous cartoons,,1,,1853041068,26,Ravette,2.48664499260485,01/01/1989,,The Garfield book of cat names
100098,96,12030641,Humorous cartoons,,1,,1853041106,463,Ravette,4.97672573896125,01/01/1989,,Off the leash
100099,72,12030645,Humorous cartoons,,1,,1853041270,58,Ravette,3.75705838669091,01/01/1989,,By supper possessed
100100,88,12030650,Humorous cartoons,,1,,1853041548,75,Ravette,4.90724099334329,01/01/1989,,Things I learned after it was too late :and other minor truths
100101,24,12030651,Humorous cartoons,,1,,1853041556,473,Ravette,4.50664555188268,01/01/1989,,Things I've had to learn over and over and over :(plus a few minor discoveries).
100103,88,12030657,Humorous cartoons,,1,,1853041815,382,Ravette,4.80978018604219,01/01/1989,,The best of C. Barsotti.
100104,10,12030658,Humorous cartoons,,1,,1853041823,104,Ravette,0.602154922671616,01/01/1989,,Garfield's Thanksgiving
100146,97,12472105,Humorous cartoons,,1,,,278,Poot! International,4.2835862422362,01/01/1986,,Poot!.
100147,47,12472659,Humorous cartoons,,1,,,97,Private Eye,2.81743212137371,01/01/1990,,The complete gnome mart catalogue.
100149,40,12473589,Humorous cartoons,,1,,,66,Knockabout Comics,3.37503486778587,01/01/1990,,Trombone.
100151,9,12479375,Humorous cartoons,,1,,1852840803,423,Cicerone Press,3.56261475710198,01/01/1991,,Blacknose the pirate
100153,88,12488896,Humorous cartoons,,1,,,21,Sam Books,3.79811537684873,01/01/1993,,Annual Austin :the year in cartoons from the pages of The Guardian.
100154,92,12610584,Humorous cartoons,,1,,415117135,244,Routledge,3.13256925903261,01/01/1995,,"The Great War, 1914-1918 :the cartoonists' vision"
100243,37,15826643,"Hurricane Katrina, 2005 / Comic books, strips, etc. / Fiction.",,1,,9.78E+12,179,DC Comics,1.06586549431086,01/01/2010,,Dark rain :a New Orleans story
100254,83,13795248,"Icelandic wit and humor, Pictorial.",,1,,9.78E+12,200,Michael Joseph,3.28727014828473,01/01/2007,,Is this supposed to be funny?
100255,32,14685680,"Icelandic wit and humor, Pictorial.",,1,,9.78E+12,481,Michael Joseph,0.716087033506483,01/01/2008,,Is this some kind of joke?
100259,61,15468962,"Illegal arms transfers / Pakistan / Comic books, strips, etc. / Fiction.",,1,,9.78E+12,152,Cinebook,0.875645680353045,01/01/2010,,Missiles for Islamabad
100400,90,15551784,"Ireland / History / Easter Rising, 1916 / Comic books, strips, etc.",,1,,9.78E+12,308,O'Brien,0.251485235057771,01/01/2010,,"Blood upon the rose :Easter 1916, the rebellion that set Ireland free"
100403,12,16084327,Ireland / Politics and government / 20th century / Caricatures and cartoons.,,1,,9.78E+12,296,Mercier Press,0.569092731457204,01/01/2012,,"Artist of the revolution :the cartoons of Ernest Kavanagh, 1884-1916"
100405,32,8095497,Irish humorous cartoons,,1,,717115518,313,Gill and Macmillan,2.3058284423314,01/01/1987,,A fistful of dailers :political cartoons 1983-1987
100408,89,10745521,Irish humorous cartoons,,1,,863141366,193,Boethius,0.648514435160905,01/01/1986,,Illuminations :101 drawings from early Irish history
100409,56,8816622,Irish humorous strip cartoons,,1,,950765937,352,[Magill in association with Town House],1.22996769379824,01/01/1985,,OBrien
100410,71,12684916,Irish humorous strip cartoons,,1,,905027035,484,"Clodhanna Teo.,",0.725885885767639,01/01/1976,,Suas agus sios :sort sceil /
100417,24,15448450,Iron Man (Fictitious character),,1,,9.78E+12,344,Dorling Kindersley,4.77719666203484,01/01/2010,,Iron Man :the ultimate guide to the armored super hero
100418,61,14508530,"Iron Man (Fictitious character) / Comic books, strips, etc. / Fiction.",,1,,9.78E+12,143,Panini,0.747520723380148,01/01/2008,,The tragedy and the triumph
100419,37,14525682,"Iron Man (Fictitious character) / Comic books, strips, etc. / Fiction.",,1,,9.78E+12,159,Panini,1.74373399233446,01/01/2008,,Marvel masterworks presents Iron Man.
100420,57,14674866,"Iron Man (Fictitious character) / Comic books, strips, etc. / Fiction.",,1,,9.78E+12,333,Panini,3.64359092898667,01/01/2008,,Unmasked
100421,54,15376444,"Iron Man (Fictitious character) / Comic books, strips, etc. / Fiction.",,1,,9.78E+12,170,Panini,1.46687500411645,01/01/2010,,Ultimate armour wars
100422,60,15386090,"Iron Man (Fictitious character) / Comic books, strips, etc. / Fiction.",,1,,9.78E+12,283,Titan,2.27733336156234,01/01/2010,,Virus
100516,36,6903119,"Jerico, Kal (Fictitious character) / Comic books, strips, etc.",,1,,1844160580,56,Black Library,1.42168505350128,01/01/2003,,Kal Jerico III :above and beyond
100517,6,13306843,"Jerico, Kal (Fictitious character) / Comic books, strips, etc. / Fiction.",,1,,9.78E+12,107,Black Library,4.72204229328781,01/01/2005,,Kal Jerico :underhive bounty hunter.
100518,77,9913691,"Jerry (Fictitious character : Hanna and Barbera) / Comic books, strips etc. / Periodicals.",,1,,,320,Just Publishing,1.940297416877,01/01/2001,,The best of Tom and Jerry.
100523,61,14825002,Jerry (Fictitious character : Hanna and Barbera) / Periodicals / Juvenile fiction.,,1,,,400,Panini,2.14757093926892,01/01/2014,,Tom and Jerry annual ...
100530,67,15484346,"Jerusalem, Spider (Fictitious character) / Comic books, strips, etc. / Fiction.",,1,,9.78E+12,251,Titan,4.49923895532265,01/01/2010,,Gouge away.
100531,15,15606080,"Jerusalem, Spider (Fictitious character) / Comic books, strips, etc. / Fiction.",,1,,9.78E+12,480,Titan,2.68781814025715,01/01/2010,,Dirge.
100532,19,15460819,"Jesus Christ / Comic books, strips, etc.",,1,,9.78E+12,234,Saint Andrew Press,3.89130493160337,01/01/2009,,Marked
100642,61,13321638,"Justice League of America (Fictitious characters) / Comic books, strips, etc. / Fiction.",,1,,184576191X,140,Titan,0.227721780538559,01/01/2005,,Justice League Elite :
100643,53,13415596,"Justice League of America (Fictitious characters) / Comic books, strips, etc. / Fiction.",,1,,9.78E+12,120,Titan,1.40673022484407,01/01/2006,,Crisis of conscience
100644,62,13432134,"Justice League of America (Fictitious characters) / Comic books, strips, etc. / Fiction.",,1,,9.78E+12,65,Titan Books,1.68544853106141,01/01/2006,,JLA :the greatest stories ever told.
100645,83,13475995,"Justice League of America (Fictitious characters) / Comic books, strips, etc. / Fiction.",,1,,9.78E+12,62,Titan,3.37055166484788,01/01/2006,,World without a justice league :(an infinite crisis story)
100649,29,13741763,"Justice League of America (Fictitious characters) / Comic books, strips, etc. / Fiction.",,1,,,384,Titan Magazines,0.561423369217664,01/01/2007,,Justice League legends.
100650,61,14101125,"Justice League of America (Fictitious characters) / Comic books, strips, etc. / Fiction.",,1,,9.78E+12,158,[Titan],2.85408682655543,01/01/2007,,Ultramarine Corps
100653,40,14458957,"Justice League of America (Fictitious characters) / Comic books, strips, etc. / Fiction.",,1,,9.78E+12,58,[Titan],1.67598586529493,01/01/2007,,Kid Amazo!
100732,44,14761056,"Kidnapping victims / Comic books, strips, etc. / Fiction.",,1,,9.78E+12,26,Titan,0.115070180036128,01/01/2008,,"Diana Prince, Wonder Woman."
100738,18,5660897,"King, Doreen / 1952-",,1,,1903389062,349,Pluto Pub.,0.959893129765987,01/01/2000,,Almost virtual
100751,19,13432138,"Kirk, James T. (Fictitious character) / Comic books, strips, etc. / Fiction.",,1,,9.78E+12,451,Titan Books,4.47860235348344,01/01/2006,,The trial of James T. Kirk
100754,6,9906876,Kittens / Periodicals / Juvenile literature.,,1,,,184,Burghley,0.676493551582098,01/01/1998,,Puppy in my pocket and friends.
100755,9,9910488,Kittens / Periodicals / Juvenile literature.,,1,,,163,Burghley,3.81397995864972,01/01/2000,,Pets in my pocket.
100764,60,15790708,"Knights and knighthood / Spain / Comic books, strips, etc. / Fiction.",,1,,9.78E+12,9,SelfMadeHero,1.90737520344555,01/01/2011,,Don Quixote
100766,84,13584676,"Kominsky-Crumb, Aline / 1948-",,1,,9.78E+12,239,MQ,2.35247941687703,01/01/2007,,Need more love
100799,67,13418083,Land-Rover truck / Humor.,,1,,955201314,350,Golden Gate Production Company,3.74247150495648,01/01/2005,,The funniest 4x4 by far :a compendium of Land Rover cartoons
100801,12,9080074,Larry.,,1,,948817860,129,Grub Street,0.276835882104933,01/01/1994,,Larry on Larry
100806,5,11964795,Lawyers,,1,,414007433,195,W. Green,3.63981388742104,01/01/1984,,The law at play :legal cartoons
100807,61,7469482,Lawyers / Caricatures and cartoons.,,1,,186105128X,196,Robson,0.500021355692297,01/01/1997,,Queen's counsel 2 :judgement day
100932,17,9495355,London (England) / Pictorial works / Humor.,,1,,1901784231,1,Private Eye,2.54393327981234,01/01/2001,,Better latte than never
100933,67,12955262,"London (England) / Social conditions / 19th century / Comic books, strips, etc. / Fiction.",,1,,9.78E+12,210,[Titan],4.98103932244703,01/01/2004,,Sebastian O
86410,16,11306593,American humorous cartoons,,1,,140072209,236,Penguin,2.52847580472007,01/01/1986,,The biggest tongue in Tunisia :and other drawings
86411,46,11306879,American humorous cartoons,,1,,140081119,34,Penguin,3.23822717415169,01/01/1986,,The New Yorker cartoon album :1975-1985.
86412,21,11326508,American humorous cartoons,,1,,356192016,475,Macdonald,4.85343076987192,01/01/1990,,The prehistory of The far side
86414,65,11392346,American humorous cartoons,,1,,1850150222,49,Exley,0.598276767414063,01/01/1984,,Ziggy's little book of thrills
86415,71,11402386,American humorous cartoons,,1,,1851761497,217,Attica,3.91429804265499,01/01/1988,,Hagar the Horrible's very nearly complete Viking handbook
86416,20,11402389,American humorous cartoons,,1,,1851761527,316,Attica,0.608258922584355,01/01/1988,,"Garfield, I like birthdays because-."
86417,21,11402391,American humorous cartoons,,1,,1851761551,173,Attica,2.23818568512797,01/01/1988,,"Garfield, on your 40th birthday-."
86418,18,11402392,American humorous cartoons,,1,,185176156X,292,Attica,1.9905264605768,01/01/1988,,"Garfield, you know it's time to diet when-."
86419,84,11402393,American humorous cartoons,,1,,1851761578,358,Attica,4.38412110321224,01/01/1988,,"Garfield, cheer up! things could be worse-."
86420,79,11402394,American humorous cartoons,,1,,1851761586,105,Attica,4.77672403445467,01/01/1988,,Garfield :you've reached the age when ...
86421,29,11402395,American humorous cartoons,,1,,1851761594,256,Attica,3.96311199758202,01/01/1988,,"Garfield, everybody loves a weekend because-."
86422,82,11633403,American humorous cartoons,,1,,413391108,211,Methuen,4.76051083765924,01/01/1982,,Never eat anything bigger than your head and other drawings
86423,39,11962795,American humorous cartoons,,1,,041339090X,244,Eyre Methuen,1.54406311456114,01/01/1978,,Eggs
86424,35,11962797,American humorous cartoons,,1,,413391108,35,Eyre Methuen,4.09543284447864,01/01/1978,,"Never eat anything bigger than your head, & other drawings"
86425,62,11962798,American humorous cartoons,,1,,413391205,398,Eyre Methuen,1.61482668714598,01/01/1981,,Whack your porcupine :and other drawings
86427,83,11963256,American humorous cartoons,,1,,413495205,144,Eyre Methuen,4.55155621748418,01/01/1982,,Catcalendar cats :the complete collection
86428,60,11963267,American humorous cartoons,,1,,413497003,68,Methuen,3.13644649693742,01/01/1982,,Tiny footprints :and other drawings
86429,2,11963347,American humorous cartoons,,1,,413511804,37,Methuen,2.43985267356038,01/01/1982,,Two guys fooling around with the moon :and other drawings
86430,91,11963427,American humorous cartoons,,1,,413524108,483,Methuen,1.81338340509683,01/01/1983,,Bad dogs
86431,61,11963601,American humorous cartoons,,1,,413550001,90,Methuen,1.27328804926947,01/01/1984,,Is nothing sacred? :and other questions
86432,51,11963725,American humorous cartoons,,1,,413553701,194,Methuen,2.29659841628745,01/01/1985,,Addams and evil :an album of cartoons
86433,78,11980522,American humorous cartoons,,1,,701129778,249,Chatto & Windus,2.33769543468952,01/01/1986,,Biographees
86434,78,11986079,American humorous cartoons,,1,,704503069,176,Wildwood House,1.01823939243332,01/01/1977,,Introducing William Hamilton.
86435,11,12017894,American humorous cartoons,,1,,899504817,426,McFarland,4.95514372130856,01/01/1990,,Bibliotoons :a mischievous meander through the stacks & beyond
86447,14,12634491,American humorous cartoons,,1,,708835953,440,Futura,3.98367183748633,01/01/1987,,Valley of the far side
86448,16,12634492,American humorous cartoons,,1,,708835961,243,Futura,0.852529995609075,01/01/1987,,Bride of the far side
86449,86,12634494,American humorous cartoons,,1,,708835996,43,Futura,2.16516962042078,01/01/1987,,The working woman book :or how to be everything to everyone
86450,85,12634666,American humorous cartoons,,1,,708841929,84,Futura,3.5352280549705,01/01/1988,,It came from the far side
101044,51,13748857,"Mac Roth, Slaine (Fictitious character) / Comic books, strips, etc. / Fiction.",,1,,1905437218,35,Rebellion,2.7858231170103,01/01/2007,,Slaine.
101069,89,13432683,Madagascar (Motion picture) / Juvenile literature.,,1,,,84,Pedigree Books,4.08832752611488,01/01/2006,,Madagascar annual.
101071,36,16179756,Madagascar 3 (Motion picture) / Miscellanea / Juvenile literature.,,1,,9.78E+12,180,Bantam,4.77536570979282,01/01/2012,,Madagascar 3 :the official handbook
101079,23,13475992,"Magic / Comic books, strips, etc. / Fiction.",,1,,9.78E+12,266,Titan,3.71092836139724,01/01/2006,,First thunder
86451,36,12634667,American humorous cartoons,,1,,708841937,311,Futura,3.9889764925465,01/01/1988,,Hound of the far side
86452,8,12634766,American humorous cartoons,,1,,708843514,81,Futura,4.60502229398116,01/01/1989,,The far side gallery
86453,4,12634767,American humorous cartoons,,1,,708843522,67,Futura,0.348611462395638,01/01/1989,,The far side gallery 2
86454,20,12634809,American humorous cartoons,,1,,708844545,401,Futura,0.262264541815966,01/01/1989,,The far side observer
86455,88,12634810,American humorous cartoons,,1,,708844553,275,Futura,1.90162071259692,01/01/1989,,Night of the crash-test dummies :a far side collection
86456,33,12666684,American humorous cartoons,,1,,081351410X,316,Rutgers University Press,2.68630689708516,01/01/1989,,Einstein simplified :cartoons on science
86493,24,7737196,American humorous strip cartoons,,1,,340266678,152,Coronet,3.65291804308072,01/01/1981,,"Jogging is in, Snoopy :selected cartoons from The beagle has landed volume 1"
86494,47,7737203,American humorous strip cartoons,,1,,340272651,215,Coronet,3.65787115180865,01/01/1981,,"Stay with it, Snoopy :selected cartoons from Summers fly, winters walk Vol.3"
86559,60,10540467,American humorous strip cartoons,,1,,,205,Purnell Books in association with Egmont Publishing,4.67953182756901,01/01/1978,,Walt Disney's Donald Duck fun library.
86561,26,10660976,American humorous strip cartoons,,1,,99234106,218,Marvel Comics,0.382181552704424,01/01/1980,,"Stan Lee presents the 'Marvel comics' illustrated version of 'Star wars, the Empire strikes back'"
86563,0,10661761,American humorous strip cartoons,,1,,99290804,292,Arrow,2.0563045842573,01/01/1982,,Flash Filstrup :the fastest overcoat in town
86564,75,10662271,American humorous strip cartoons,,1,,99359901,333,Arrow,1.08103611273691,01/01/1984,,More adventures of Flash Filstrup :the fastest overcoat in town
86565,23,10662342,American humorous strip cartoons,,1,,99373904,382,Hamlyn Paperbacks,2.46775609673932,01/01/1985,,Bogart :the other cat
86566,63,10686288,American humorous strip cartoons,,1,,034019815X,108,Coronet [etc.],1.17379951057956,01/01/1975,,The wizard's back
86568,59,10686579,American humorous strip cartoons,,1,,340205296,264,Coronet,0.763818786945194,01/01/1975,,Long live the King
86569,12,10686626,American humorous strip cartoons,,1,,340206535,369,Coronet,4.61534131783992,01/01/1976,,BC one more time
86570,69,10686679,American humorous strip cartoons,,1,,340207760,123,Coronet,4.23000839306042,01/01/1976,,"Wizard of Id, yield"
86571,33,10687003,American humorous strip cartoons,,1,,340217847,483,Coronet,2.43807396618649,01/01/1977,,"BC, life is a 50p paperback"
86572,25,10687021,American humorous strip cartoons,,1,,340218177,117,Coronet,4.44935285719112,01/01/1977,,The wizard of Id frammin at the jim jam frippin in the krotz
86573,23,10687037,American humorous strip cartoons,,1,,034021841X,52,Coronet,4.27545302081853,01/01/1977,,Every man is innocent until proven broke
86574,28,10687090,American humorous strip cartoons,,1,,340219939,466,Coronet,1.67701104655862,01/01/1977,,"BC Great Zot, I'm beautiful"
86575,32,10687193,American humorous strip cartoons,,1,,340222972,148,Coronet,3.12943441560492,01/01/1978,,I'm off to see the wizard
86576,89,10687346,American humorous strip cartoons,,1,,340227532,420,Hodder and Stoughton,3.34963167086244,01/01/1978,,The misfortunes of Charlie Brown
86577,54,10687347,American humorous strip cartoons,,1,,340227540,270,Hodder and Stoughton,3.65886171581224,01/01/1978,,Snoopy and his friends
86578,64,10687348,American humorous strip cartoons,,1,,340227559,49,Hodder and Stoughton,2.16384114930406,01/01/1978,,The loves of Snoopy
86579,37,10687349,American humorous strip cartoons,,1,,340227567,154,Hodder and Stoughton,3.75430716434494,01/01/1978,,Lucy rules OK?
86580,15,10687526,American humorous strip cartoons,,1,,340232307,228,Coronet,0.463478376623243,01/01/1979,,Crock
86582,11,10687644,American humorous strip cartoons,,1,,340234733,227,Coronet,0.747135116253048,01/01/1979,,B.C. loneliness is rotting on a bookrack
86588,85,10688148,American humorous strip cartoons,,1,,340250666,261,Coronet,4.07174625899643,01/01/1980,,"B.C., where the hell is heck?"
86589,94,10688224,American humorous strip cartoons,,1,,034025341X,373,Hodder and Stoughton,1.02747786324471,01/01/1981,,Snoopy treasury
86590,44,10688642,American humorous strip cartoons,,1,,340266643,338,Coronet,4.91943885805085,01/01/1981,,We've got to stop meeting like this
86591,64,10688650,American humorous strip cartoons,,1,,340266791,338,Coronet,4.58314980613068,01/01/1981,,B.C. the sun comes up the sun goes down
86592,16,10688694,American humorous strip cartoons,,1,,340268018,488,Coronet,2.2060372820124,01/01/1981,,"Love and kisses, Snoopy :selected cartoons from Summers fly, winters walk volume 2"
86593,72,10688695,American humorous strip cartoons,,1,,340268026,300,Hodder and Stoughton,2.81176809221506,01/01/1981,,Ala ka zot!
86594,68,10688696,American humorous strip cartoons,,1,,340268034,409,Coronet,3.85684782173485,01/01/1982,,"I, B.C."
101094,84,10768390,Man-woman relationships / Caricatures and cartoons.,,1,,184161095X,118,Ravette,2.75043482892215,01/01/2001,,The Odd Squad little book of sex
101095,94,11928248,Man-woman relationships / Caricatures and cartoons.,,1,,140279377,304,Penguin,4.78787968866527,01/01/1998,,Male-order love
101096,18,12946601,Man-woman relationships / Caricatures and cartoons.,,1,,1841612200,32,Ravette,0.061170922126621,01/01/2004,,The Odd Squad's sexy sex manual
101097,7,15711390,"Man-woman relationships / Comic books, strips, etc.",,1,,9.78E+12,202,SelfMadeHero,2.20580494729802,01/01/2011,,Chico & Rita
101098,1,15808873,"Man-woman relationships / Comic books, strips, etc.",,1,,9.78E+12,287,Frances Lincoln,1.74515992635861,01/01/2011,,She talks Venus = He talks Mars
101101,34,16296750,"Man-woman relationships / Comic books, strips, etc.",,1,,9.78E+12,32,Quiet Hell Comics,4.25064651295543,01/01/2012,,The man with no libido!
101103,64,15691434,"Man-woman relationships / Comic books, strips, etc. / Fiction.",,1,,9.78E+12,72,SelfMadeHero,0.935619664378464,01/01/2011,,Hairshirt
101106,99,6939341,Management / Caricatures and cartoons.,,1,,752224026,337,Boxtree,4.8104908503592,01/01/2004,,Don't stand where the comet is assumed to strike oil
